steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
536470,Magnetized,game,2.99,2016-10-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536470/header.jpg?t=1476634816
536490,Perfect Fit - Totemland,game,3.99,2016-11-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536490/header.jpg?t=1479138970
536510,Hacker Series,game,0.99,2016-09-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536510/header.jpg?t=1475088260
536530,Marlene Act 1 Betwixt,game,10.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536530/header.jpg?t=1481721179
536630,Maze Sounds,game,4.99,2016-10-01,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/536630/header.jpg?t=1475867660
536640,Grimm: Dark Legacy,game,14.99,2016-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536640/header.jpg?t=1479737784
536680,Miniature - The Story Puzzle,game,4.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536680/header.jpg?t=1478775318
536750,BoomTown! Deluxe,game,5.99,2016-10-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536750/header.jpg?t=1476826758
536780,Lost Grimoires: Stolen Kingdom,game,9.99,2016-11-10,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/536780/header.jpg?t=1478812772
536800,FILE 9,game,14.99,2016-09-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536800/header.jpg?t=1477710065
536890,Glittermitten Grove,game,19.99,2016-12-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536890/header.jpg?t=1481663470
536920,Groggers!,game,3.99,2016-11-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536920/header.jpg?t=1478889521
536930,MOBIUS FINAL FANTASY™,game,0.0,2017-02-05,,1674.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/536930/header.jpg?t=1487329718
536990,Redie,game,9.99,2016-12-01,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/536990/header.jpg?t=1480590269
537020,Legions of Tyrandel,game,,2016-08-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537020/header.jpg?t=1481382343
537050,Bric - The Casual Indie Game,game,1.99,2016-10-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537050/header.jpg?t=1477189200
537060,MagixHome™ VR,game,0.0,2016-11-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537060/header.jpg?t=1478245756
537090,Die for the Empire,game,4.99,2016-10-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537090/header.jpg?t=1478831296
537100,Shuffle!,game,19.99,2016-11-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537100/header.jpg?t=1480674904
537110,Angels of Death,game,9.99,2016-12-19,,171.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537110/header.jpg?t=1482748038
537130,Red Spider: Vengeance,game,0.0,2016-11-25,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537130/header.jpg?t=1481297045
537140,Nemesis Perspective,game,9.99,2016-12-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537140/header.jpg?t=1482826083
537180,Digimon Masters Online,game,0.0,2016-11-03,,1800.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537180/header.jpg?t=1479084239
537200,Defense Of Greece TD,game,5.99,2016-11-09,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537200/header.jpg?t=1479245358
537280,Existence speed,game,0.9,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537280/header.jpg?t=1477069806
537340,Guts and Glory,game,,2017-01-20,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537340/header.jpg?t=1483636126
537360,JumpBall,game,1.99,2016-10-24,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/537360/header.jpg?t=1478699972
537590,Bridge to Nowhere,game,0.0,2016-10-04,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537590/header.jpg?t=1475614981
537660,Brumm,game,5.99,2016-11-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537660/header.jpg?t=1480277655
537700,Octave,game,4.99,2016-10-18,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537700/header.jpg?t=1477068813
537710,VR Swing Table Tennis Oculus,game,7.99,2016-12-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537710/header.jpg?t=1481941501
537750,Dungeon Of Doom Puzzle,game,2.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537750/header.jpg?t=1477866350
537760,Arizona Rose and the Pirates' Riddles,game,9.99,2016-10-19,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537760/header.jpg?t=1476886392
537860,Ballistic Protection,game,4.99,2016-10-12,,128.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537860/header.jpg?t=1476257319
537920,Supa Kila Monsta Hunta,game,7.99,2016-10-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537920/header.jpg?t=1486232739
537990,Heroine Anthem Zero,game,14.99,2016-12-22,,178.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/537990/header.jpg?t=1483433722
538000,Hop Step Sing! High Quality Edition,game,,2017-01-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538000/header.jpg?t=1486348794
538040,Dante's Forest,game,4.99,2016-11-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538040/header.jpg?t=1479253777
538060,Doodle God: 8-bit Mania,game,1.99,2016-11-18,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/538060/header.jpg?t=1479900755
538070,Bad Dream: Coma,game,,2017-01-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538070/header.jpg?t=1483527204
538100,Feel The Snow,game,8.99,2016-10-14,,263.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538100/header.jpg?t=1477410418
538170,Raging Titan,game,4.99,2016-10-16,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538170/header.jpg?t=1476634359
538220,HAUNTED: Halloween '85 (Original NES Game),game,9.99,2016-10-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538220/header.jpg?t=1477846333
538390,Crimson Nights,game,9.99,2017-01-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538390/header.jpg?t=1483344851
538410,Chicken Chase,game,2.99,2016-10-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538410/header.jpg?t=1476679590
538470,Remind Yourself,game,10.99,2016-10-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538470/header.jpg?t=1477077227
538550,Party Golf,game,14.99,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538550/header.jpg?t=1477530042
538560,Help Me Doctor,game,2.99,2016-10-07,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/538560/header.jpg?t=1476021501
538590,Sleeping Valley,game,3.99,2016-10-08,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538590/header.jpg?t=1479833485
538660,Staircase of Darkness: VR,game,4.99,2016-11-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538660/header.jpg?t=1479429680
538700,TURGUL: RAPID FIGHTING,game,4.99,2016-12-19,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/538700/header.jpg?t=1482195778
538710,Dead Hungry,game,19.99,2016-12-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538710/header.jpg?t=1484546846
538790,Primal Carnage: Onslaught,game,29.99,2016-12-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538790/header.jpg?t=1483081803
538810,Train Mechanic Simulator 2017,game,,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538810/header.jpg?t=1477232729
538840,City Climber,game,6.99,2017-02-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538840/header.jpg?t=1488144865
538870,EVE: Valkyrie,game,59.99,2016-11-17,69.0,104.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538870/header.jpg?t=1481119647
538880,Triennale Game Collection,game,0.0,2016-12-07,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/538880/header.jpg?t=1481115292
538920,Fiery Disaster,game,3.99,2016-11-07,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/538920/header.jpg?t=1482020040
538950,Plenty: Skyhearth,game,0.0,2016-10-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538950/header.jpg?t=1479251248
538990,SugarMill,game,19.99,2016-12-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/538990/header.jpg?t=1481837994
539050,Super Island God VR,game,19.99,2016-11-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539050/header.jpg?t=1479149850
539190,CuVRball,game,,2016-08-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539190/header.jpg?t=1483809122
539280,Tetraminos,game,9.99,2017-02-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539280/header.jpg?t=1487578666
539340,Future Unfolding,game,,2015-01-30,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539340/header.jpg?t=1481647526
539350,Ball of Light,game,3.99,2016-12-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539350/header.jpg?t=1481314735
539370,TV Trouble,game,0.0,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539370/header.jpg?t=1477347011
539380,Think To Die 2,game,0.99,2016-10-14,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/539380/header.jpg?t=1481449259
539400,My Mom is a Witch,game,19.99,2016-11-09,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/539400/header.jpg?t=1481065311
539440,Citalis,game,1.99,2016-11-03,,106.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539440/header.jpg?t=1479286594
539450,Crab Dub,game,0.99,2017-01-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539450/header.jpg?t=1484848464
539460,Puzzle Cube,game,2.99,2016-10-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539460/header.jpg?t=1476251399
539640,Racecar.io,game,0.0,2016-10-18,,116.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539640/header.jpg?t=1480638871
539660,ChronoClock,game,29.99,2017-02-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539660/header.jpg?t=1488325816
539670,Sakura Nova,game,14.99,2016-10-20,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/539670/header.jpg?t=1478568238
539690,Nanomedix Inc,game,0.99,2016-10-27,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539690/header.jpg?t=1477596322
539700,SWEATER? OK!,game,0.99,2016-12-16,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/539700/header.jpg?t=1481995489
539720,Razortron 2000,game,0.99,2016-10-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539720/header.jpg?t=1476318820
539750,Kombine,game,,2016-10-14,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539750/header.jpg?t=1478556969
539980,Space Cat,game,4.99,2016-12-01,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/539980/header.jpg?t=1483213771
540020,Final Quest II,game,0.99,2016-10-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540020/header.jpg?t=1476775167
540050,Nature's Wrath VR,game,9.99,2016-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540050/header.jpg?t=1479923464
540060,Fabulous - Angela's Fashion Fever,game,12.99,2016-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540060/header.jpg?t=1480406771
540100,Imprisoned Light,game,1.99,2016-10-28,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540100/header.jpg?t=1480878161
540120,K-Rolik,game,1.99,2016-10-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540120/header.jpg?t=1477524839
540150,Tank Battle: Blitzkrieg,game,9.99,2016-12-07,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540150/header.jpg?t=1481123093
540310,GrottyScape,game,1.99,2016-10-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540310/header.jpg?t=1475786087
540320,Vulture Island,game,4.99,2016-10-31,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540320/header.jpg?t=1478094745
540360,Jewel Quest Seven Seas Collector's Edition,game,12.99,2016-11-02,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540360/header.jpg?t=1480977074
540370,Epica,game,9.99,2016-10-07,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540370/header.jpg?t=1482432571
540410,Queendoom,game,16.99,2016-11-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540410/header.jpg?t=1478978072
540500,Starfighter Arduxim,game,3.99,2016-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540500/header.jpg?t=1478943246
540510,ISLANDS: Non-Places,game,4.99,2016-11-17,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540510/header.jpg?t=1480019060
540550,Commercium,game,19.99,2016-11-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540550/header.jpg?t=1479426716
540610,Delicious! Pretty Girls Mahjong Solitaire,game,0.99,2016-10-14,,516.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540610/header.jpg?t=1480298579
540640,Tales of the Elements FC,game,6.99,2016-10-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540640/header.jpg?t=1478837985
540650,Dawn of Warriors,game,4.99,2016-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540650/header.jpg?t=1476924362
540660,Sorcery Is for Saps,game,3.99,2016-10-14,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/540660/header.jpg?t=1476463257
540690,Hellenica,game,19.99,2017-01-23,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540690/header.jpg?t=1485190983
540740,Perfect,game,9.99,2016-12-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540740/header.jpg?t=1482247566
540770,Subject 264,game,,2017-01-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540770/header.jpg?t=1476913336
540780,Delicious - Emily's Message in a Bottle,game,12.99,2016-12-10,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540780/header.jpg?t=1481357481
540840,Lara Croft GO,game,9.99,2016-12-04,,106.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/540840/header.jpg?t=1481629108
540870,Crewsaders,game,2.99,2016-11-17,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540870/header.jpg?t=1479666967
540880,Rose of Winter,game,11.99,2016-10-17,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/540880/header.jpg?t=1476719074
540900,Nuclear Contingency,game,0.99,2017-01-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/540900/header.jpg?t=1483406542
541100,Krampus,game,4.99,2016-10-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541100/header.jpg?t=1477664538
541150,Vox-L,game,9.99,2016-12-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541150/header.jpg?t=1481559256
541160,MC Lars: The Video Game,game,4.99,2016-10-14,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541160/header.jpg?t=1476497083
541180,PRO EVOLUTION SOCCER 2017 TRIAL EDITION,game,0.0,2016-11-23,,163.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541180/header.jpg?t=1481226978
541190,Nodiatis,game,0.0,2016-11-14,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541190/header.jpg?t=1479191646
541230,Alien Shooter TD,game,9.99,2017-01-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541230/header.jpg?t=1484653229
541240,Red's Kingdom,game,8.99,2017-01-19,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541240/header.jpg?t=1485505476
541270,EEP 13,game,34.99,2016-12-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541270/header.jpg?t=1483029823
541370,Clickdraw Clicker,game,0.99,2016-10-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541370/header.jpg?t=1478806024
541380,PhysDrive,game,0.99,2016-11-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541380/header.jpg?t=1479191266
541410,Skyway,game,7.99,2016-12-02,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/541410/header.jpg?t=1480699903
541420,Hoverboards VR,game,1.99,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541420/header.jpg?t=1478357624
541450,Operation Abyss: New Tokyo Legacy,game,,2009-02-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541450/header.jpg?t=1481667911
541530,National Lampoon's Dirty Movie,video,3.99,2017-01-05,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/541530/header.jpg?t=1483644563
541560,Suppressed,game,2.99,2016-10-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/541560/header.jpg?t=1477749616
541570,Sally Face,game,2.99,2016-12-14,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/541570/header.jpg?t=1481847419
541640,Disney Infinity 1.0: Gold Edition,game,29.99,2016-12-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541640/header.jpg?t=1481660757
541650,Iron Monkey,video,3.99,2017-01-05,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/541650/header.jpg?t=1483644718
541660,Disney Infinity 2.0: Gold Edition,game,29.99,2016-12-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541660/header.jpg?t=1481660754
541670,Disney Infinity 3.0: Gold Edition,game,29.99,2016-12-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541670/header.jpg?t=1481660752
541700,Beautiful Girls,video,3.99,2017-01-05,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/541700/header.jpg?t=1483643933
541720,Redrum: Dead Diary,game,6.99,2016-10-20,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541720/header.jpg?t=1477402939
541770,RuinsCity_VR,game,8.99,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541770/header.jpg?t=1477106692
541920,Help,game,2.99,2016-10-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541920/header.jpg?t=1476404043
541960,TRI.DEFENDER,game,1.99,2016-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541960/header.jpg?t=1478113367
541970,Lost in Reefs: Antarctic,game,3.99,2016-10-14,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/541970/header.jpg?t=1476513466
542030,RuneSage,game,9.99,2016-10-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542030/header.jpg?t=1482078348
542110,FriendShip,game,4.99,2016-12-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542110/header.jpg?t=1481935101
542120,Win Big Or Die,game,0.0,2016-10-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542120/header.jpg?t=1476711936
542170,Edmersiv,game,0.0,2016-10-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542170/header.jpg?t=1476468391
542210,Xemo™ : Robot Simulation,game,9.99,2016-11-21,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542210/header.jpg?t=1480049704
542240,TZOMPANTLI,game,14.99,2016-11-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542240/header.jpg?t=1478758030
542260,The Herbalist,game,5.99,2016-11-15,,115.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542260/header.jpg?t=1479220844
542270,Project Alpha 002,game,4.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542270/header.jpg?t=1477868192
542290,Da Capo 3 R,game,39.99,2017-01-20,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/542290/header.jpg?t=1485047290
542310,Escape the Game,game,0.0,2016-10-13,,1156.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542310/header.jpg?t=1476741833
542340,Slingshot people,game,0.99,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542340/header.jpg?t=1481537938
542350,Castle of no Escape 2,game,6.66,2016-12-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542350/header.jpg?t=1484602104
542400,Pixel Gladiator,game,2.99,2016-11-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542400/header.jpg?t=1481275824
542430,Remaining in a dream,game,0.99,2016-10-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542430/header.jpg?t=1479274261
542520,Lost in the Rift - Reborn,game,4.99,2016-11-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542520/header.jpg?t=1481080492
542550,Plankton,game,1.99,2016-10-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542550/header.jpg?t=1480663743
542570,RunVR,game,5.99,2017-01-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542570/header.jpg?t=1485054322
542620,Lonelyland VR,game,14.99,2016-11-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542620/header.jpg?t=1479249176
542650,On the front line,game,4.99,2016-10-19,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/542650/header.jpg?t=1477753846
542670,Extreme Skiing VR,game,7.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542670/header.jpg?t=1477365126
542680,Super Puzzle Sisters,game,7.99,2016-10-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542680/header.jpg?t=1476712727
542690,Mahsung Deluxe,game,1.99,2016-10-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542690/header.jpg?t=1478753945
542700,Power Overwhelming,game,1.99,2016-12-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542700/header.jpg?t=1483019182
542710,Dessert Storm,game,1.99,2016-10-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542710/header.jpg?t=1478752746
542720,Bubble Blowout,game,1.99,2016-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542720/header.jpg?t=1478752390
542730,Block Blowout,game,1.99,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542730/header.jpg?t=1478752269
542740,Balloon Blowout,game,1.99,2016-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542740/header.jpg?t=1478751825
542770,Castle Must Be Mine,game,6.99,2016-11-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542770/header.jpg?t=1478870445
542780,Drift GEAR Racing Free,game,0.0,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542780/header.jpg?t=1477034801
542820,DemonicGuestVR,game,1.99,2016-10-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542820/header.jpg?t=1479607585
542880,Byte Family,game,4.99,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542880/header.jpg?t=1477497584
542910,Crumbled World,game,14.99,2016-12-01,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/542910/header.jpg?t=1480631588
542930,Painted Memories,game,9.99,2016-11-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542930/header.jpg?t=1478294456
542940,Kickoff Legends,game,0.0,2016-12-13,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/542940/header.jpg?t=1481840267
542960,Pumpkin SculptrVR,game,0.0,2016-10-21,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/542960/header.jpg?t=1478014039
543030,Slap The Fly,game,5.99,2016-11-02,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543030/header.jpg?t=1478722886
543110,Head It!: VR Soccer Heading Game,game,5.99,2016-10-19,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543110/header.jpg?t=1482906451
543140,Legend of Merchant,game,1.99,2016-10-28,,220.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543140/header.jpg?t=1480080883
543150,Guardian of The Demon Valley,game,1.99,2016-10-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543150/header.jpg?t=1480321570
543160,SuperMoose,game,1.99,2016-11-05,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543160/header.jpg?t=1478357168
543170,Project: R.E.B.O.O.T,game,0.99,2016-10-26,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543170/header.jpg?t=1479835325
543270,Mr. Shadow,game,4.99,2016-11-17,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543270/header.jpg?t=1479403549
543280,VR Laser Harp,game,1.99,2016-11-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/543280/header.jpg?t=1480934689
